complexity,effort,size,doc_density,maintainability,has_bug,source_dataset
3.0,2117.03,14,0.0,58.79,1,jm1
2.0,210.8,7,0.0,69.39,1,jm1
10.0,74556.83,107,0.10344827586206896,30.84,1,jm1
11.0,15426.61,64,0.0,38.87,1,jm1
11.0,31931.67,100,0.1958762886597938,33.09,1,jm1
6.0,18403.18,112,0.3125,34.41,1,jm1
6.0,7347.81,50,0.0,42.78,1,jm1
7.0,10285.77,29,0.0,47.65,1,jm1
6.0,8480.28,62,0.1509433962264151,39.83,1,jm1
4.0,26167.57,49,0.022727272727272728,41.05,1,jm1
4.0,1663.83,22,0.07142857142857142,53.74,1,jm1
13.0,44517.84,104,0.25252525252525254,31.74,1,jm1
6.0,6280.56,43,0.24324324324324326,45.16,1,jm1
3.0,13406.72,45,0.029411764705882353,44.16,1,jm1
5.0,3609.84,39,0.06666666666666667,46.21,1,jm1
6.0,0.0,19,0.0,71.3,1,jm1
4.0,1754.01,18,0.07692307692307693,55.78,1,jm1
3.0,43754.33,55,0.0,40.29,1,jm1
4.0,18597.05,37,0.0,44.43,1,jm1
47.0,424664.6,308,0.025547445255474453,12.13,1,jm1
2.0,104.61,8,0.0,69.23,1,jm1
2.0,1517.0,17,0.0,57.3,1,jm1
3.0,0.0,29,0.0,67.7,1,jm1
2.0,1526.7,23,0.0,53.54,1,jm1
10.0,46993.5,96,0.011904761904761904,33.49,1,jm1
11.0,69035.34,128,0.25252525252525254,29.13,1,jm1
2.0,943.59,16,0.0,58.58,1,jm1
3.0,10101.99,32,0.0,47.22,1,jm1
3.0,0.0,33,0.0,66.47,1,jm1
3.0,1710.65,21,0.0,54.83,1,jm1
2.0,1165.15,16,0.0,58.53,1,jm1
4.0,2124.09,23,0.0,53.29,1,jm1
1.0,905.08,9,0.0,64.33,1,jm1
6.0,33337.26,43,0.030303030303030304,42.51,1,jm1
2.0,1562.02,18,0.0,56.81,1,jm1
2.0,1220.75,18,0.0,56.89,1,jm1
3.0,10159.3,31,0.0,47.57,1,jm1
3.0,5966.78,29,0.0,49.69,1,jm1
4.0,1869.41,20,0.0,54.81,1,jm1
2.0,1484.6,17,0.0,57.25,1,jm1
6.0,23934.19,69,0.11764705882352941,37.46,1,jm1
3.0,10101.99,34,0.0,46.65,1,jm1
2.0,7536.03,40,0.0,45.06,1,jm1
2.0,2823.12,23,0.0,52.9,1,jm1
2.0,1517.0,22,0.0,54.86,1,jm1
2.0,1816.0,17,0.0,56.66,1,jm1
2.0,1765.93,18,0.0,56.29,1,jm1
3.0,10101.99,35,0.0,46.37,1,jm1
2.0,1140.99,19,0.16666666666666666,56.49,1,jm1
2.0,908.58,19,0.16666666666666666,56.63,1,jm1
1.0,632.92,12,0.0,62.16,1,jm1
3.0,1426.13,20,0.0,55.38,1,jm1
11.0,126648.13,96,0.05747126436781609,31.51,1,jm1
5.0,20226.4,44,0.0,43.26,1,jm1
7.0,38635.41,47,0.02702702702702703,41.4,1,jm1
2.0,533.29,14,0.0,60.68,1,jm1
2.0,14054.58,47,0.21875,43.25,1,jm1
2.0,1666.88,24,0.0,53.48,1,jm1
2.0,1630.65,18,0.0,56.27,1,jm1
3.0,1420.48,17,0.0,56.89,1,jm1
2.0,1674.76,17,0.0,57.13,1,jm1
2.0,1220.75,17,0.0,57.43,1,jm1
5.0,66687.57,107,0.01,30.42,1,jm1
2.0,1247.96,15,0.0,58.81,1,jm1
4.0,13798.14,42,0.08823529411764706,43.39,1,jm1
17.0,251971.0,157,0.0,24.8,1,jm1
6.0,22990.73,68,0.2545454545454545,38.02,1,jm1
1.0,0.0,10,0.875,78.05,1,jm1
15.0,13052.74,102,0.2111111111111111,33.09,1,jm1
17.0,45412.91,94,0.0,32.49,1,jm1
2.0,1075.92,20,0.25,55.51,1,jm1
1.0,143.4,9,0.0,66.74,1,jm1
2.0,882.97,24,0.1111111111111111,53.3,1,jm1
3.0,1084.18,17,0.09090909090909091,57.87,1,jm1
3.0,20237.61,39,0.0,44.38,1,jm1
11.0,211762.84,155,0.28378378378378377,26.26,1,jm1
3.0,2458.16,25,0.0,51.93,1,jm1
3.0,1088.9,14,0.0,59.9,1,jm1
3.0,2268.24,17,0.0,55.72,1,jm1
2.0,1371.28,15,0.0,58.24,1,jm1
3.0,5348.04,20,0.0,52.29,1,jm1
2.0,774.04,10,0.14285714285714285,63.55,1,jm1
2.0,1046.88,15,0.0,58.27,1,jm1
1.0,4621.64,25,0.2222222222222222,50.86,1,jm1
3.0,10050.72,17,0.0,53.88,1,jm1
4.0,4651.15,44,0.03225806451612903,44.87,1,jm1
18.0,98828.71,188,0.2336448598130841,24.19,1,jm1
2.0,148860.5,102,0.09375,33.0,1,jm1
1.0,175.77,7,0.0,68.5,1,jm1
3.0,1960.07,26,0.0,51.81,1,jm1
3.0,2369.08,37,0.2413793103448276,48.4,1,jm1
10.0,55895.84,119,0.11688311688311688,29.99,1,jm1
2.0,5430.87,29,0.0,49.77,1,jm1
6.0,16441.74,30,0.08,47.55,1,jm1
6.0,0.0,101,0.0,55.47,1,jm1
1.0,0.0,26,0.0,69.0,1,jm1
21.0,76543.29,147,0.049586776859504134,26.23,1,jm1
12.0,0.0,112,0.0,53.68,1,jm1
9.0,7941.47,51,0.05,42.44,1,jm1
2.0,1089.27,19,0.07692307692307693,55.81,1,jm1
5.0,4160.25,25,0.0,51.2,1,jm1
17.0,0.0,141,0.0,50.83,1,jm1
2.0,6527.58,50,0.3076923076923077,43.51,1,jm1
2.0,6527.58,50,0.2894736842105263,43.51,1,jm1
2.0,3121.44,41,0.375,46.8,1,jm1
5.0,10193.24,39,0.0,45.32,1,jm1
14.0,56645.49,71,0.04838709677419355,35.86,1,jm1
5.0,1586.43,20,0.0625,54.04,1,jm1
5.0,1484.6,25,0.07142857142857142,53.19,1,jm1
2.0,903.65,18,0.0,56.81,1,jm1
4.0,3988.26,34,0.0,48.04,1,jm1
5.0,10523.35,43,0.17647058823529413,44.08,1,jm1
8.0,5552.59,30,0.3076923076923077,48.87,1,jm1
1.0,10922.0,26,0.09523809523809523,50.05,1,jm1
10.0,17441.57,49,0.0,41.21,1,jm1
5.0,2627.37,35,0.0,48.1,1,jm1
3.0,3232.89,28,0.0,50.21,1,jm1
34.0,72743.9,102,0.20430107526881722,27.78,1,jm1
20.0,135464.04,74,0.0,32.4,1,jm1
9.0,53017.44,88,0.07142857142857142,34.3,1,jm1
21.0,129334.82,167,0.09090909090909091,23.61,1,jm1
32.0,197816.48,201,0.11538461538461539,20.89,1,jm1
31.0,106132.73,118,0.1,26.36,1,jm1
39.0,405328.56,187,0.07514450867052024,18.38,1,jm1
76.0,643163.64,195,0.03977272727272727,14.24,1,jm1
12.0,0.0,58,0.0,59.92,1,jm1
9.0,45604.57,74,0.1016949152542373,36.61,1,jm1
75.0,989013.72,520,0.1951219512195122,1.35,1,jm1
14.0,65286.0,89,0.028169014084507043,33.78,1,jm1
1.0,228.37,10,0.0,65.28,1,jm1
2.0,1192.85,19,0.0,55.14,1,jm1
13.0,32322.63,75,0.1935483870967742,36.04,1,jm1
13.0,32322.63,74,0.1935483870967742,36.17,1,jm1
3.0,4433.56,44,0.0,44.91,1,jm1
6.0,12344.19,63,0.09615384615384616,39.01,1,jm1
1.0,0.0,61,0.0,60.92,1,jm1
6.0,42239.34,90,0.08571428571428572,33.76,1,jm1
58.0,0.0,248,0.0,39.97,1,jm1
57.0,122973.42,175,0.19736842105263158,18.15,1,jm1
88.0,0.0,355,0.0,32.53,1,jm1
24.0,45141.75,85,0.23376623376623376,32.5,1,jm1
10.0,62562.83,136,0.25961538461538464,29.3,1,jm1
8.0,13846.63,92,0.17333333333333334,34.99,1,jm1
4.0,10589.57,44,0.11538461538461539,44.15,1,jm1
4.0,19595.33,41,0.3125,44.52,1,jm1
7.0,26305.77,61,0.0425531914893617,38.53,1,jm1
4.0,1895.94,18,0.0,55.23,1,jm1
35.0,0.0,237,0.0,43.49,1,jm1
2.0,2019.08,23,0.0,52.87,1,jm1
5.0,6225.0,25,0.0,50.5,1,jm1
5.0,1098.71,11,0.0,62.2,1,jm1
3.0,4220.05,28,0.0,49.79,1,jm1
19.0,93233.62,147,0.136,25.82,1,jm1
19.0,0.0,105,0.0,53.35,1,jm1
3.0,12458.21,50,0.05714285714285714,43.06,1,jm1
7.0,30180.88,48,0.10526315789473684,41.68,1,jm1
10.0,0.0,47,0.0,62.18,1,jm1
29.0,0.0,204,0.0,45.72,1,jm1
24.0,320701.9,218,0.16489361702127658,19.22,1,jm1
4.0,12501.62,33,0.0,46.77,1,jm1
4.0,5530.43,69,0.26785714285714285,40.45,1,jm1
7.0,5085.32,31,0.3333333333333333,49.24,1,jm1
68.0,1233225.92,336,0.2964169381107492,7.14,1,jm1
3.0,3573.99,33,0.32,49.31,1,jm1
4.0,11676.18,50,0.45,43.2,1,jm1
41.0,0.0,185,0.0,45.03,1,jm1
9.0,28409.39,69,0.2542372881355932,38.81,1,jm1
7.0,0.0,101,0.0,55.34,1,jm1
22.0,131878.2,115,0.0660377358490566,28.97,1,jm1
13.0,11920.88,60,0.03773584905660377,38.96,1,jm1
8.0,16587.25,39,0.0,44.31,1,jm1
11.0,47232.71,58,0.0,38.25,1,jm1
4.0,9257.85,47,0.0,43.32,1,jm1
7.0,0.0,85,0.0,56.97,1,jm1
3.0,3480.62,41,0.21875,46.41,1,jm1
17.0,65961.57,117,0.03296703296703297,29.34,1,jm1
3.0,42268.8,80,0.0,34.91,1,jm1
3.0,2073.86,28,0.2,51.71,1,jm1
10.0,53022.96,95,0.0,32.53,1,jm1
1.0,46.53,6,0.0,73.32,1,jm1
7.0,70589.89,109,0.1511627906976744,31.54,1,jm1
6.0,0.0,38,0.0,64.73,1,jm1
3.0,51400.64,143,0.06862745098039216,28.09,1,jm1
32.0,0.0,126,0.0,49.88,1,jm1
6.0,251126.79,195,0.041666666666666664,22.17,1,jm1
9.0,651126.96,286,0.0,17.06,1,jm1
1.0,361750.51,286,0.0,17.35,1,jm1
1.0,8507.9,70,0.0,37.82,1,jm1
9.0,451812.89,298,0.04669260700389105,17.24,1,jm1
6.0,11680.72,41,0.030303030303030304,43.45,1,jm1
11.0,44045.02,74,0.02127659574468085,35.34,1,jm1
6.0,4015.7,45,0.21212121212121213,45.09,1,jm1
3.0,300539.98,271,0.012658227848101266,18.8,1,jm1
4.0,29754.91,105,0.12941176470588237,32.35,1,jm1
6.0,24899.58,57,0.10869565217391304,40.32,1,jm1
24.0,1058764.59,472,0.020460358056265986,9.24,1,jm1
3.0,85352.91,133,0.017543859649122806,28.18,1,jm1
4.0,45598.02,160,0.008130081300813009,26.66,1,jm1
10.0,18015.85,56,0.0,39.38,1,jm1
19.0,37947.63,108,0.23595505617977527,30.82,1,jm1
4.0,14598.0,42,0.1891891891891892,44.68,1,jm1
5.0,21332.75,76,0.19047619047619047,36.87,1,jm1
2.0,18678.13,34,0.041666666666666664,47.01,1,jm1
2.0,10773.62,32,0.0,46.7,1,jm1
6.0,0.0,66,0.0,59.5,1,jm1
54.0,57524.84,86,0.0,27.39,1,jm1
8.0,14378.96,47,0.024390243902439025,41.69,1,jm1
19.0,69963.34,149,0.21929824561403508,25.92,1,jm1
12.0,16791.61,84,0.08450704225352113,36.05,1,jm1
3.0,0.0,50,0.0,62.54,1,jm1
4.0,26287.7,62,0.1875,38.83,1,jm1
3.0,16026.87,61,0.06666666666666667,39.81,1,jm1
4.0,11453.84,40,0.0,44.41,1,jm1
2.0,0.0,25,0.0,69.24,1,jm1
28.0,229809.93,127,0.01652892561983471,25.33,1,jm1
23.0,119789.61,195,0.3409090909090909,22.89,1,jm1
11.0,28541.95,62,0.0196078431372549,37.86,1,jm1
69.0,581297.93,511,0.188470066518847,4.0,1,jm1
16.0,71631.48,97,0.02531645569620253,31.04,1,jm1
23.0,0.0,81,0.0,55.27,1,jm1
5.0,6259.18,47,0.2631578947368421,44.6,1,jm1
6.0,19865.51,66,0.12962962962962962,38.63,1,jm1
1.0,13165.87,47,0.03571428571428571,42.78,1,jm1
8.0,52709.31,80,0.0,34.31,1,jm1
15.0,82100.95,108,0.09375,30.21,1,jm1
16.0,71864.88,107,0.12643678160919541,30.16,1,jm1
3.0,3424.18,27,0.058823529411764705,50.77,1,jm1
16.0,0.0,89,0.0,55.32,1,jm1
32.0,116160.08,126,0.008620689655172414,26.84,1,jm1
13.0,37113.97,75,0.0,35.68,1,jm1
18.0,59786.97,90,0.10526315789473684,32.51,1,jm1
3.0,12115.05,44,0.18421052631578946,44.71,1,jm1
10.0,32088.05,59,0.09433962264150944,37.53,1,jm1
12.0,32085.5,66,0.10714285714285714,37.08,1,jm1
16.0,99995.08,141,0.06796116504854369,27.65,1,jm1
34.0,1010595.82,15,0.0,42.8,1,jm1
35.0,0.0,79,0.0,53.9,1,jm1
30.0,0.0,262,0.0,43.21,1,jm1
18.0,0.0,117,0.0,52.46,1,jm1
7.0,0.0,46,0.0,62.79,1,jm1
8.0,0.0,49,0.0,62.05,1,jm1
11.0,32273.45,95,0.42857142857142855,35.31,1,jm1
5.0,0.0,33,0.0,66.2,1,jm1
13.0,9661.24,59,0.02040816326530612,39.72,1,jm1
19.0,72013.96,63,0.01818181818181818,36.02,1,jm1
6.0,10883.44,57,0.0,40.37,1,jm1
2.0,42956.37,99,0.0,32.46,1,jm1
2.0,6441.74,47,0.14705882352941177,43.41,1,jm1
8.0,14986.79,52,0.023809523809523808,41.55,1,jm1
8.0,32570.2,27,0.0,46.44,1,jm1
16.0,39436.79,129,0.23333333333333334,31.54,1,jm1
27.0,65373.56,107,0.5373134328358209,30.62,1,jm1
4.0,859517.12,411,0.014124293785310734,13.16,1,jm1
3.0,4569.25,22,0.0,52.63,1,jm1
2.0,26457.27,53,0.0,39.39,1,jm1
5.0,1918.17,39,0.3235294117647059,48.64,1,jm1
5.0,53651.64,92,0.0,32.43,1,jm1
14.0,15185.86,94,0.16216216216216217,33.22,1,jm1
1.0,1918.5,70,0.0,38.78,1,jm1
2.0,164.84,7,0.0,69.99,1,jm1
4.0,12267.49,34,0.0,45.8,1,jm1
1.0,24.38,5,0.0,76.14,1,jm1
7.0,46512.83,157,0.11627906976744186,27.21,1,jm1
28.0,137251.55,194,0.1464968152866242,21.57,1,jm1
4.0,1140.18,13,0.0,60.58,1,jm1
8.0,54520.57,74,0.27941176470588236,36.72,1,jm1
26.0,1162486.19,385,0.08417508417508418,11.69,1,jm1
30.0,53012.97,105,0.056179775280898875,28.67,1,jm1
4.0,7582.92,27,0.0,48.57,1,jm1
51.0,514681.05,222,0.10945273631840796,15.42,1,jm1
23.0,42214.86,125,0.09090909090909091,28.06,1,jm1
3.0,1111.43,23,0.0,54.13,1,jm1
5.0,4866.12,29,0.13636363636363635,49.24,1,jm1
3.0,21037.5,37,0.0,45.2,1,jm1
10.0,2133.77,24,0.0,52.02,1,jm1
36.0,0.0,580,0.0,34.88,1,jm1
4.0,0.0,64,0.0,60.06,1,jm1
10.0,0.0,57,0.0,60.35,1,jm1
53.0,165253.09,123,0.17647058823529413,23.03,1,jm1
10.0,33458.55,96,0.36585365853658536,33.78,1,jm1
10.0,14945.0,29,0.0,47.25,1,jm1
42.0,340687.48,182,0.032679738562091505,19.02,1,jm1
3.0,102418.72,92,0.07792207792207792,31.85,1,jm1
17.0,113953.55,122,0.12244897959183673,28.36,1,jm1
8.0,0.0,24,0.0,68.82,1,jm1
63.0,324675.03,175,0.1568627450980392,17.14,1,jm1
27.0,0.0,106,0.0,52.19,1,jm1
5.0,16970.74,44,0.0,43.52,1,jm1
11.0,44176.23,101,0.14285714285714285,32.34,1,jm1
4.0,3034.74,28,0.23809523809523808,50.23,1,jm1
33.0,165091.96,137,0.0,23.86,1,jm1
1.0,228.44,6,0.0,69.72,1,jm1
69.0,1054328.69,252,0.029045643153526972,10.54,1,jm1
8.0,13829.69,43,0.02857142857142857,44.37,1,jm1
3.0,0.0,46,0.0,63.33,1,jm1
13.0,28362.19,64,0.21428571428571427,37.54,1,jm1
13.0,51967.89,80,0.25,34.71,1,jm1
8.0,18660.29,45,0.13157894736842105,41.83,1,jm1
18.0,0.0,116,0.0,52.54,1,jm1
11.0,44031.51,125,0.18181818181818182,31.48,1,jm1
13.0,21958.26,48,0.14285714285714285,40.8,1,jm1
10.0,31955.88,65,0.07142857142857142,38.38,1,jm1
9.0,10852.59,55,0.0,41.15,1,jm1
3.0,2210.79,15,0.0,57.54,1,jm1
3.0,5654.79,23,0.0,52.17,1,jm1
7.0,53855.82,80,0.08571428571428572,34.31,1,jm1
8.0,26580.45,61,0.06521739130434782,39.19,1,jm1
17.0,61556.21,129,0.16981132075471697,28.67,1,jm1
25.0,86066.68,194,0.23668639053254437,22.68,1,jm1
1.0,933.33,11,0.0,62.8,1,jm1
1.0,453.08,14,0.0,59.43,1,jm1
3.0,5066.46,23,0.05555555555555555,52.54,1,jm1
6.0,3888.0,40,0.1935483870967742,45.99,1,jm1
5.0,6109.5,42,0.0,44.7,1,jm1
5.0,2692.04,52,0.37037037037037035,44.76,1,jm1
1.0,1890.71,33,0.29411764705882354,50.39,1,jm1
3.0,5883.89,36,0.16666666666666666,47.1,1,jm1
2.0,2311.77,18,0.0,56.03,1,jm1
2.0,2996.74,19,0.0,55.05,1,jm1
7.0,11019.64,60,0.16326530612244897,40.14,1,jm1
2.0,1044.78,17,0.0,57.05,1,jm1
13.0,0.0,94,0.0,55.21,1,jm1
10.0,0.0,134,0.0,52.25,1,jm1
49.0,472308.76,297,0.03636363636363636,12.67,1,jm1
21.0,103683.28,131,0.008771929824561403,26.91,1,jm1
6.0,0.0,36,0.0,65.24,1,jm1
6.0,11390.6,35,0.0,45.83,1,jm1
9.0,239462.77,226,0.07428571428571429,21.34,1,jm1
6.0,8168.29,43,0.0,42.93,1,jm1
17.0,18937.82,129,0.35514018691588783,30.19,1,jm1
9.0,34559.75,75,0.23728813559322035,36.48,1,jm1
9.0,0.0,43,0.0,63.16,1,jm1
7.0,0.0,35,0.0,65.38,1,jm1
1.0,788.91,16,0.07692307692307693,57.87,1,jm1
5.0,5802.06,27,0.0,50.22,1,jm1
26.0,166429.74,140,0.06611570247933884,25.11,1,jm1
7.0,53390.88,90,0.0,34.28,1,jm1
1.0,310.0,17,0.5,58.37,1,jm1
4.0,1277.67,18,0.3333333333333333,57.36,1,jm1
16.0,105792.65,120,0.043010752688172046,29.06,1,jm1
5.0,4180.63,39,0.22580645161290322,46.44,1,jm1
35.0,239320.61,193,0.12290502793296089,20.56,1,jm1
22.0,130518.11,143,0.0390625,25.93,1,jm1
5.0,36728.37,71,0.22033898305084745,37.41,1,jm1
7.0,0.0,28,0.0,67.49,1,jm1
2.0,2520.0,15,0.0,58.03,1,jm1
15.0,204237.6,256,0.2803738317757009,19.49,1,jm1
16.0,92489.79,116,0.052083333333333336,29.27,1,jm1
13.0,70066.38,144,0.06976744186046512,27.65,1,jm1
9.0,10508.86,62,0.22,39.15,1,jm1
24.0,0.0,345,0.0,41.41,1,jm1
11.0,0.0,49,0.0,61.65,1,jm1
37.0,243152.23,175,0.013513513513513514,21.02,1,jm1
5.0,936.0,9,0.0,64.16,1,jm1
6.0,5780.37,48,0.11428571428571428,43.12,1,jm1
7.0,0.0,62,0.0,59.96,1,jm1
2.0,3360.45,26,0.0,51.17,1,jm1
16.0,0.0,65,0.0,58.3,1,jm1
12.0,47008.2,67,0.017857142857142856,36.24,1,jm1
31.0,485006.88,383,0.22629969418960244,11.8,1,jm1
1.0,1120.78,25,0.0,52.65,1,jm1
1.0,0.0,22,0.0,70.58,1,jm1
7.0,12240.48,44,0.02857142857142857,44.01,1,jm1
7.0,64080.43,121,0.21505376344086022,29.41,1,jm1
18.0,23880.48,83,0.22535211267605634,34.11,1,jm1
1.0,38436.62,46,0.0,41.45,1,jm1
5.0,0.0,42,0.0,63.92,1,jm1
29.0,57452.18,89,0.0,31.43,1,jm1
4.0,186567.15,110,0.0,29.19,1,jm1
10.0,33181.37,76,0.0,35.98,1,jm1
6.0,0.0,60,0.0,60.4,1,jm1
6.0,0.0,56,0.0,61.06,1,jm1
4.0,37244.54,68,0.09090909090909091,37.8,1,jm1
34.0,0.0,95,0.0,52.28,1,jm1
2.0,20394.75,44,0.0,43.22,1,jm1
2.0,13609.37,26,0.0,49.99,1,jm1
6.0,19841.98,63,0.0625,39.3,1,jm1
10.0,18974.56,65,0.17857142857142858,38.51,1,jm1
11.0,0.0,160,0.0,50.44,1,jm1
44.0,0.0,344,0.0,38.75,1,jm1
28.0,0.0,211,0.0,45.53,1,jm1
5.0,0.0,112,0.0,54.63,1,jm1
15.0,0.0,110,0.0,53.45,1,jm1
4.0,0.0,105,0.0,55.37,1,jm1
16.0,0.0,132,0.0,51.59,1,jm1
12.0,0.0,82,0.0,56.64,1,jm1
7.0,10879.46,28,0.04,48.78,1,jm1
19.0,77932.83,157,0.44,27.71,1,jm1
19.0,75436.07,157,0.44,27.69,1,jm1
32.0,2129684.27,352,0.042682926829268296,11.35,1,jm1
2.0,30721.35,78,0.0,35.48,1,jm1
7.0,9480.0,31,0.047619047619047616,47.15,1,jm1
18.0,111559.54,122,0.1568627450980392,28.12,1,jm1
39.0,114594.34,151,0.25190839694656486,23.41,1,jm1
14.0,128601.67,129,0.0784313725490196,27.48,1,jm1
13.0,0.0,96,0.0,55.01,1,jm1
3.0,385.81,4,0.0,73.44,1,jm1
5.0,14257.41,57,0.22727272727272727,40.83,1,jm1
4.0,15636.44,28,0.0,48.65,1,jm1
16.0,38615.5,77,0.25,35.37,1,jm1
11.0,18577.82,95,0.2891566265060241,34.57,1,jm1
12.0,73701.53,119,0.10638297872340426,29.27,1,jm1
12.0,85213.57,94,0.06172839506172839,31.37,1,jm1
18.0,0.0,83,0.0,55.72,1,jm1
3.0,784.43,11,0.14285714285714285,62.41,1,jm1
9.0,10608.0,51,0.35714285714285715,42.52,1,jm1
17.0,0.0,104,0.0,53.71,1,jm1
8.0,32065.38,89,0.1794871794871795,34.4,1,jm1
2.0,290.38,16,0.0,59.56,1,jm1
90.0,623616.04,415,0.07387862796833773,3.28,1,jm1
2.0,3874.75,26,0.0,50.62,1,jm1
9.0,53371.83,74,0.015625,34.92,1,jm1
21.0,99237.48,123,0.020202020202020204,28.16,1,jm1
3.0,5979.19,34,0.20689655172413793,46.9,1,jm1
5.0,1916.65,28,0.2857142857142857,51.49,1,jm1
2.0,2986.51,24,0.3157894736842105,52.26,1,jm1
33.0,266737.28,222,0.04145077720207254,18.04,1,jm1
12.0,0.0,113,0.0,53.6,1,jm1
4.0,29548.21,41,0.08571428571428572,42.67,1,jm1
9.0,52152.4,68,0.08771929824561403,37.87,1,jm1
5.0,6122.58,36,0.0,46.33,1,jm1
18.0,131226.62,135,0.0,27.27,1,jm1
7.0,11923.17,49,0.0,42.27,1,jm1
17.0,121488.83,126,0.0,28.24,1,jm1
3.0,26441.96,60,0.13043478260869565,40.0,1,jm1
6.0,24649.77,66,0.18,37.94,1,jm1
2.0,1902.15,18,0.0,56.56,1,jm1
2.0,1257.8,23,0.29411764705882354,54.16,1,jm1
2.0,650.57,11,0.0,63.26,1,jm1
41.0,67193.22,138,0.18333333333333332,24.88,1,jm1
28.0,103011.29,130,0.1651376146788991,25.89,1,jm1
33.0,88305.13,135,0.0234375,25.58,1,jm1
7.0,11627.18,41,0.0,44.32,1,jm1
8.0,8266.92,38,0.06451612903225806,45.02,1,jm1
6.0,0.0,40,0.0,64.25,1,jm1
7.0,32945.12,73,0.0,36.08,1,jm1
33.0,219033.5,252,0.2073732718894009,17.47,1,jm1
3.0,1174.48,12,0.0,60.74,1,jm1
7.0,20811.08,74,0.08064516129032258,37.69,1,jm1
4.0,0.0,51,0.0,62.21,1,jm1
2.0,129.56,7,0.0,69.85,1,jm1
11.0,17048.9,57,0.018518518518518517,40.15,1,jm1
10.0,17060.62,54,0.06976744186046512,40.65,1,jm1
20.0,94330.35,159,0.09230769230769231,25.64,1,jm1
5.0,31194.86,94,0.28378378378378377,34.72,1,jm1
15.0,62586.87,139,0.10714285714285714,28.31,1,jm1
22.0,131696.35,152,0.1349206349206349,25.56,1,jm1
4.0,8539.23,59,0.22916666666666666,41.48,1,jm1
17.0,159008.98,171,0.1527777777777778,24.85,1,jm1
6.0,22761.51,44,0.21212121212121213,43.02,1,jm1
25.0,120068.6,162,0.22142857142857142,24.62,1,jm1
15.0,85585.28,152,0.16793893129770993,26.66,1,jm1
21.0,243321.3,181,0.006289308176100629,23.1,1,jm1
10.0,42729.29,91,0.2948717948717949,33.74,1,jm1
11.0,0.0,206,0.0,48.05,1,jm1
20.0,0.0,198,0.0,47.21,1,jm1
17.0,0.0,70,0.0,57.46,1,jm1
3.0,806.39,21,0.0,54.79,1,jm1
4.0,14618.93,41,0.11764705882352941,44.2,1,jm1
23.0,458427.08,381,0.21587301587301588,13.53,1,jm1
3.0,2797.66,64,0.30952380952380953,40.92,1,jm1
11.0,63843.12,102,0.09523809523809523,31.25,1,jm1
5.0,4360.46,51,0.02857142857142857,42.72,1,jm1
27.0,0.0,134,0.0,49.97,1,jm1
48.0,0.0,587,0.0,33.15,1,jm1
69.0,315858.32,350,0.0,7.37,1,jm1
11.0,27018.54,69,0.0,37.37,1,jm1
76.0,440084.36,324,0.03146853146853147,7.71,1,jm1
41.0,59845.66,255,0.3944954128440367,18.1,1,jm1
16.0,90732.21,152,0.0,25.55,1,jm1
5.0,7213.09,58,0.11904761904761904,40.88,1,jm1
4.0,8511.09,40,0.06666666666666667,45.29,1,jm1
5.0,4550.4,25,0.0,51.38,1,jm1
10.0,14891.16,50,0.05405405405405406,41.1,1,jm1
22.0,32903.35,87,0.08,32.79,1,jm1
8.0,0.0,74,0.0,58.15,1,jm1
11.0,54807.07,103,0.0898876404494382,31.61,1,jm1
14.0,69630.72,83,0.0,33.19,1,jm1
17.0,170018.12,235,0.13402061855670103,20.21,1,jm1
10.0,66417.96,122,0.0891089108910891,29.38,1,jm1
3.0,89460.55,130,0.017391304347826087,28.39,1,jm1
6.0,30392.25,56,0.1111111111111111,40.23,1,jm1
5.0,54363.83,89,0.0,33.68,1,jm1
38.0,189788.14,205,0.14207650273224043,19.99,1,jm1
81.0,1177372.47,537,0.0598669623059867,0.92,1,jm1
8.0,14583.21,45,0.1388888888888889,43.43,1,jm1
5.0,19824.86,41,0.030303030303030304,43.37,1,jm1
17.0,336771.99,274,0.0759493670886076,18.5,1,jm1
2.0,62158.27,49,0.046511627906976744,41.31,1,jm1
21.0,76802.79,84,0.05128205128205128,31.58,1,jm1
14.0,0.0,76,0.0,57.09,1,jm1
5.0,59713.02,93,0.3333333333333333,33.54,1,jm1
11.0,21716.35,67,0.017543859649122806,37.36,1,jm1
4.0,2137.13,32,0.043478260869565216,49.18,1,jm1
2.0,1992.78,24,0.0,52.63,1,jm1
10.0,5290.82,41,0.0,44.91,1,jm1
11.0,6285.89,44,0.0,43.77,1,jm1
33.0,177585.78,185,0.06,20.38,1,jm1
13.0,83833.94,143,0.2767857142857143,26.73,1,jm1
1.0,1318.74,32,0.4782608695652174,50.5,1,jm1
33.0,56367.41,284,0.2857142857142857,17.55,1,jm1
11.0,0.0,149,0.0,51.11,1,jm1
14.0,116162.54,134,0.036036036036036036,27.61,1,jm1
32.0,243616.67,253,0.2132701421800948,17.76,1,jm1
31.0,393196.14,169,0.057971014492753624,20.79,1,jm1
15.0,66138.63,122,0.1717171717171717,29.77,1,jm1
7.0,21295.68,74,0.1016949152542373,37.37,1,jm1
22.0,140024.04,172,0.07633587786259542,23.76,1,jm1
5.0,15816.54,53,0.12903225806451613,41.1,1,jm1
17.0,0.0,123,0.0,52.12,1,jm1
58.0,581549.44,350,0.14516129032258066,9.61,1,jm1
9.0,22176.04,65,0.1509433962264151,38.42,1,jm1
